ID,area,comment,confidence,lat,lng,name,negative,positive,repost,sentiment,thumb,time,uid_0,uid_1,userarea,Shape_Leng,area_code,count,txt
2024,武汉·世界城光谷步行街,0,0.999458,30.50807763,114.3968903,剁椒小天使12,0.000243873,0.999756,0,2,0,01月25日 23:36, , ,湖北 武汉,2.931269894,10,1,加油！武汉
2025,武汉·江汉路,5,0.949043,30.5861812,114.2823964,Agnes-lu,0.0229309,0.977069,0,2,0,01月25日 23:34, , ,湖北 武汉,0.44466066,18,1,#武汉加油##新型冠状病毒##抗击新型肺炎第一线# 武汉加油，一切都会好的，勤洗手，不串门，戴口罩，理智乐观，不造谣不传谣
2026,武汉·后湖,0,0.810389,30.64924688,114.3013156,Doris小多29,0.914675,0.085325,2,0,0,01月25日 23:33, , ,湖北,0.44466066,18,1,请大家转发！武汉本地现在都开始由居委会安排发热居民到社区卫生服务中心进行初筛，请勿自行前往，有问题的患者才会被社区派车送到对口医院的发热门诊！！！好多居民不知道还在往医院跑！！！接力转发！！！#武汉加油##武汉封城后的市民生活##武汉肺炎#
2027,武汉·怡和苑,1,0.323009,30.6436205,114.3058531,一匹想要去奔腾的小马,0.695354,0.304646,0,0,0,01月25日 23:28, , , ,0.44466066,18,1,有一种叫明知故问。问完后自己还会不舒服，然后需要自己安慰自己。天佑武汉，早日度过疫情
2028,武汉·后湖,9,0.978976,30.64924688,114.3013156,C最爱向日葵,0.00946096,0.990539,1,2,0,01月25日 23:26, , ,0,0.44466066,18,1,我在等春暖花开的武汉??
2029,武汉·跃进家园B区,0,0.977069,30.64736292,114.2605214,兰子姐姐ZZL,0.0103191,0.989681,0,2,0,01月25日 23:23, , ,湖北 武汉,0.44466066,18,1,我发表了头条文章:《武汉伢精神，武汉加油！》 O武汉伢精神，武汉加油！
2030,武汉·江滩,4,0.0301588,30.58829655,114.2972908,郑式小爷,0.563571,0.436429,0,0,0,01月25日 23:19, , ,海南,0.44466066,18,1,“大圣，此去欲何？踏南天，碎凌霄。 若一去不回……便一去不回！”注定又是一个不眠之夜。 祝全世界，武汉人民，祝我们都平安。 祝十四亿中国人，都平安。 我们正在经历寒冬，但我们坚信，春天终会到来。
2031,武汉·欧景苑,0,0.963548,30.61844249,114.3496832,打牛滴哥哥,0.0164032,0.983597,0,2,0,01月25日 23:12, , ,湖北 武汉,0.918169117,23,1,在外地的弟弟们打来电话??一切安好相信武汉加油武汉
2032,武汉·武汉市和平公园,0,0.939233,30.63672884,114.3804414,Doraemonooooo,0.027345,0.972655,0,2,0,01月25日 23:10, , ,湖北 武汉,0.721320639,19,1,#武汉加油# 武汉封城第三天，干粮备足，每天一醒来就是关注疫情，白衣天使们辛苦了，希望早日战胜病毒????
2033,武汉·港澳台风情街,0,0.987923,30.58788561,114.2885601,萌萌D妹子,0.00543452,0.994565,0,2,0,01月25日 23:10, , ,湖北 武汉,0.44466066,18,1,大年初一我们在武汉  啃鸭掌       +奇幻森林#萌妹子3岁#
2034,武汉·百步亭悦秀苑,1,0.00578033,30.66343471,114.3111,糁酥,0.552601,0.447399,0,0,0,01月25日 23:06, , ,湖北 武汉,0.44466066,18,1,@武汉发布 @武汉城管 @平安武汉 @武汉市长专线 可以多关注下 流浪者、真正的弱势群体 吗？
2035,武汉·关山春晓,0,0.97824,30.49067663,114.4091452,余夕阳Me,0.00979219,0.990208,0,2,0,01月25日 23:05, , ,湖北 武汉,2.931269894,10,1,没想到我的本命年也是武汉的本命年。
2036,武汉·司门口,0,0.95493,30.54946088,114.294989,i_am_lili,0.0202815,0.979719,0,2,0,01月25日 23:01, , ,湖北 武汉,0.918169117,23,1,今天走了149步 身在武汉的我算是给防止疫情扩散做出了巨大贡献
2037,武汉·武汉恒大御景湾,2,0.556088,30.51701555,114.2438851,KL可乐先森,0.80024,0.19976,0,0,0,01月26日 01:07,str,yubaoqian,0,0.52938045,22,1,所以呢？..第一问与第二问，不矛盾吗？#众志成城武汉能##武汉阻断武汉三镇间公共交通##全国确诊新型肺炎病例#
2038,武汉·武胜路,378,0.992926,30.57675253,114.2634379,猎人海力布丁,0.996817,0.00318347,1,0,0,01月26日 09:50, , ,湖北 武汉,0.410438256,21,1,抗击肺炎 困在家的第三天  压抑啊  不知外面的情况不明怎么样了
2039,武汉·海赋江城,32,0.233881,30.648977,114.3045533,红色墨子,0.344753,0.655247,0,2,0,01月26日 10:27,str,jeffe110,0,0.44466066,18,1,恭喜自己中奖了，出现“感冒症状，咽喉痛，鼻塞”，暂时没有发烧，准备在客厅角落隔离了；祈祷快速好转，一定不要是新肺炎。
2040,武汉·紫菘·枫林上城,23,0.354989,30.49877098,114.3963113,80年代的大脸猫,0.290255,0.709745,0,2,0,01月26日 10:12, , ,湖北 武汉,2.931269894,10,1,@海边的万物理论 你好，我有两个朋友住硚口，低烧了5天，昨天确诊了新型肺炎。轻症，自行隔离，需要 奥司他韦，阿比多尔等药物，他在药店买不到。不知道你能否帮助他。谢谢??
2041,武汉·徐东大街,0,0.995612,30.57885319,114.356581,普普通通是张三,0.998026,0.00197438,0,0,0,01月26日 11:59, , ,0,0.918169117,23,1,如果熬过了这次冠病肺炎你会不会不同？
2042,武汉·武汉市第一医院,48,0.865927,30.5745905,114.2666098,有你们就有一束光,0.506704,0.493296,1,1,0,01月26日 11:02, , ,湖北 武汉,0.410438256,21,1,#全国确诊新型肺炎病例##封城日记# 查了血，拍了CT，医生说病毒性肺炎让我去发热门诊
2043,个月结束武汉战役,0,0.9772,30.59386784,114.2866731,飞龙在天flzt,0.01026,0.98974,0,2,0,01月26日 00:55, , ,湖北 武汉,0.44466066,18,1,『专家:2-4周大部分患者将被治愈 2个月结束武汉战役』O专家:2-4周大部分患者将被治愈
2044,武汉·司门口,21,0.161253,30.54946088,114.294989,VivaY12,0.377436,0.622564,0,2,0,01月26日 02:51, , ,湖北 武汉,0.918169117,23,1,和狗子一起长蘑菇#武汉封城#
2045,武汉·花桥二村公交站,15,0.888701,30.6189338,114.2820025,蓝心的沧海,0.0500845,0.949915,0,2,0,01月26日 02:51,str,xd18,0,0.44466066,18,1,#武汉封城##封城日记##武汉人夜晚隔空喊话# 看电影，逗狗，吃鸡，吃饭的一天。由于菜备得比较足。感觉能吃到十五。由于明天中心城区不让机动车通行。朋友圈又是一片超市抢购的信息。可能吓到相关部门，下午又改成部分限行。挺好的。发现不足及时调整。
2046,武汉·江滩,0,0.726933,30.58829655,114.2972908,左眼流泪的猫,0.12288,0.87712,0,2,0,01月26日 02:45, , ,0,0.44466066,18,1,听到一句让人泪奔的武汉话：都跟老子好好活到2021年……熬过去我们都是生死之交！！！??????天佑武汉，天佑湖北，天佑中华！
2047,武汉·后湖,55,0.982524,30.64924688,114.3013156,Yu-yaXuan,0.00786426,0.992136,1,2,0,01月26日 02:32, , ,湖北 武汉,0.44466066,18,1,啊啊啊啊啊啊刚刚拉群没想到各个城市这么关心我们武汉 被关心的感觉真是太好了武汉加油！这条微博一直留到武汉好起来也不会删 感谢！！！！！！！！武汉人一定要乐观 所有人也是！
2048,武汉·后湖,14,0.992861,30.64924688,114.3013156,宇宙无敌西瓜侠,0.00321262,0.996787,0,2,0,01月26日 18:49, , ,湖北 武汉,0.44466066,18,1,#全国确诊新型肺炎病例# 或许我们可以聊聊西藏 以前就想去西藏 看来真是一个好地方#或许我们可以聊聊西藏#
2049,武汉·后湖,5,0.387541,30.64924688,114.3013156,叶叶Vita,0.275606,0.724394,0,2,0,01月26日 00:48, , ,湖北 武汉,0.44466066,18,1,我觉得，明年的囧途可以拍拍今年在路上的武汉芸芸众生！困在城内即将只能靠双脚出行的，走上旅途被迫隔离在异乡的，被拦截遣返却又无法进城的，多少人走了多少条不一样的路，条条不知归途在何处……
2050,武汉·复地·东湖国际,7,0.999112,30.56150484,114.351228,团团是我的小公举,0.000399623,0.9996,0,2,0,01月26日 00:46, , ,0,0.918169117,23,1,晚安武汉的小可爱们 要平安??
2051,武汉·武汉华侨城,0,0.991895,30.58764276,114.374305,就是爱简单的cc_,0.00364703,0.996353,0,2,0,01月26日 00:42, , ,湖北 武汉,0.918169117,23,1,来一张对比 躺尸的第七天希望能快快好起来我大武汉??????
2052,武汉·江汉路,0,0.998871,30.5861812,114.2823964,你个stupid,0.000508119,0.999492,0,2,0,01月26日 02:24, , ,湖北 武汉,0.44466066,18,1,穿搭#武汉加油# 武汉加油，都保护好自己。
2053,武汉·武汉大学人民医院,121,0.960804,30.53766061,114.2939246,凌晨---点半,0.017638,0.982362,2,2,0,01月26日 02:13, , ,0,0.918169117,23,1,#兔包叽的日常##武汉加油# 晚上一个人在家，小小滴脆弱了一下几个小时后我又是一条好汉啦！现在全副武装，准备干活啦。今早去查咽拭子，希望是好的结果。现在还不能倒下，加油??
2054,武汉·湖北工业大学,47,0.885623,30.4832079,114.3032878,肖战的短腿猫-,0.94853,0.0514698,1,0,0,01月26日 00:42, , ,0,2.931269894,10,1,#武汉人夜晚隔空喊话#我对面是湖北工业大学的宿舍想吵架都没得人跟我吵太无聊了 现在真的平常上班上学想偷偷摸摸玩的手机电脑 看的电视剧 打游戏都索然无味感觉自己提前进入了养老院生活 就在这百八十平的家里转悠 除了吃睡就是打麻将 要疯鸟
2055,武汉·楚河汉街,7,0.998419,30.55846603,114.33691,NcmpLm_FN,0.999289,0.000711259,0,0,0,01月26日 00:37, , ,海外,2.931269894,10,1,来了个阮成发，武汉市看起来倒不像大县城了，结果这套行政体系还是一点都比不上发达地区，一个个还是那种官本位的思想，这些逼都该菜市口斩首示众
2056,武汉·武汉卓尔万豪酒店,4,0.999893,30.57155016,114.2779855,一骑揽烽烟,4.80E-05,0.999952,0,2,0,01月26日 03:44, , ,北京,0.410438256,21,1,封城了，远方的家人非常的担心还留在武汉的我。安慰家人的同时，自己心里其实也非常焦虑不安。武汉现在已经是一座战场，而我所在的位置恰恰是这座战场的中心。但是当昨天早上2点多开始第一批援助医疗队到酒店的时候，除了感动还有随之而来的安全感。加油??！
2057,武汉·楚河汉街,9,0.688334,30.55846603,114.33691,老伙计的影像记录,0.14025,0.85975,0,2,0,01月26日 03:44, , ,0,2.931269894,10,1,今天趁禁行前从二桥到一桥把武汉三镇转了一圈，好伤感……
2058,武汉·板桥社区,2,0.991549,30.47149708,114.3106445,罗霁桓,0.00380314,0.996197,1,2,0,01月26日 03:33, , ,湖北 武汉,2.931269894,10,1,#湖北不止一个武汉#还有洪湖呀，看看这里！
2059,武汉·后湖,28,0.993641,30.64924688,114.3013156,lililili莉莉莉莉,0.00286175,0.997138,0,2,0,01月26日 03:18, , ,0,0.44466066,18,1,一句让人泪奔的武汉话：都好好活到??2020年熬过去了，我们都是生死之交！！！见面了都要来个大大的拥抱
2060,武汉·泛海国际居住区,7,0.455207,30.59707201,114.2394146,茜宝后宫之一妮子,0.245157,0.754843,0,2,0,01月26日 03:05, , ,0,0.30871907,20,1,#下一站是幸福提档#武汉封城后每天晚上睡不着，这是我这几天最开心的一个夜晚？？
2061,武汉·武汉市第八医院,27,0.003065,30.6059868,114.3005405,後璞设计工作室,0.551379,0.448621,7,0,0,01月26日 04:27,str,whhope,0,0.44466066,18,1,武汉市第八医院500件防护服物资送达还缺大量口罩，有相关物资的组织赶紧支援。捐赠通道全面打开。
2062,武汉·艾尚花桥,1,0.935926,30.62042198,114.2827897,YANLINXIYE滟,0.0288334,0.971167,0,2,0,01月26日 05:58, , ,0,0.44466066,18,1,#武汉人夜晚隔空喊话#一个人待着的第4天了，真的快自闭了
2063,武汉·武汉大学,1,0.99818,30.53980024,114.3609749,秋枫71,0.000819096,0.999181,1,2,0,01月26日 06:59, , ,湖北 武汉,0.918169117,23,1,武汉封城第四天，大年初二，天未亮，起来为你准备早餐，今天起你去发热门诊上班，真正意义上的出征了，盼你每天按时回家，身体无恙……看看新闻，党中央关怀，各地支援陆续到汉，祖国在，武汉在！武汉在，家在！~加油吧，武汉！???
2064,武汉·太子湖畔·星苑,27,0.553677,30.51474636,114.1925977,2hou言蹊,0.200845,0.799155,0,2,0,01月26日 06:59, , ,湖北 武汉,0.52938045,22,1,#武汉加油##封城日记# 早，我想吃热干面这是我的愿望...6号生日，想想就....唉
2065,武汉·龙岭·818,0,0.567878,30.59520986,114.2995562,去皮卡丘丘丘,0.521606,0.478394,0,1,0,01月26日 00:29, , ,湖北 武汉,0.44466066,18,1,我点评了2武汉·龙岭·818：
2066,人曾赴武汉出差,0,0.889999,30.59520986,114.2995562,天道yangyaolin,0.0495002,0.9505,0,2,0,01月26日 07:43, , ,云南 昆明,0.44466066,18,1,北京证实3名医生感染新型冠状病毒 2人曾赴武汉出差2020年01月26日 03:06:52来源：中国之声O北京证实3名医生感染新型冠状病毒
2067,武汉·华侨城双子座,17,0.852438,30.59244673,114.3784291,Ifeng1109505401,0.0664031,0.933597,0,2,0,01月26日 07:35, , ,湖北 武汉,2.931269894,10,1,大年初二，早上推窗看室外，通往武汉站高架上，几乎看不到车辆。今天是武汉禁止机动车运行的第一天，禁令有效！O网页链接
2068,武汉·大智路,35,0.988679,30.59251839,114.2891892,龙眼宝宝日记,0.00509456,0.994905,0,2,0,01月26日 07:35, , ,湖北,0.44466066,18,1,清晨的武汉，走路上班去??
2069,武汉·江汉路,30,0.757188,30.5861812,114.2823964,糖心莲子520,0.109265,0.890735,2,2,0,01月26日 08:59,str,love1314lian,0,0.44466066,18,1,#大年初二&武汉封城第四天#此时此刻异常冷清的江汉路，一周前去的时候还是繁华热闹的模样～
2070,武汉·楚河汉街,0,0.527061,30.55846603,114.33691,美好的安妮儿,0.523647,0.476353,2,1,0,01月26日 08:59, , ,湖北 武汉,2.931269894,10,1,大年初二，空虚一人的武汉街道
2071,武汉·后湖,49,0.998204,30.64924688,114.3013156,雨辛辰,0.000808382,0.999192,0,2,0,01月26日 00:20, , ,湖北 武汉,0.44466066,18,1,#武汉人夜晚隔空喊话#牺牲一座城 保护一国人武汉，是一座可敬的城市我们的城市生病了但我们会治好它??待春暖花开希望你们还是喜欢武汉[拥抱]
2072,武汉·三角花园,22,0.981202,30.60238822,114.3337471,不让我的眼泪陪我过夜之芳,0.00845908,0.991541,0,2,0,01月26日 08:42, , ,湖北,0.918169117,23,1,今天起武商员工凭工作牌可以驾驶私家车出行，请大家今天一定将工牌随身携带，??????身为武商人，感到自豪武商加油！武汉加油！
2073,武汉·销品茂,29,0.205625,30.59036673,114.3372206,向往1026,0.357469,0.642531,0,2,0,01月26日 08:36, , ,0,2.931269894,10,1,大武汉全城都在防控疫情蔓延，我在家待着，也是为，不添乱，等会起床，打开窗户，找对面楼的，有冒得女孩聊哈天，这样不会疯的。
2074,武汉·江滩,36,0.998789,30.58829655,114.2972908,yy23620,0.000544834,0.999455,3,2,0,01月26日 08:22, , ,湖北 武汉,0.44466066,18,1,今天是2020年1月26日，早上8点，武汉江滩。从今天零时起，城区除特殊车辆外，禁止所有机动车上路行驶，这意味着疫情现在已经到了决胜阶段，我们要做的就是宅和等待，黎明前的黑暗终将过去，曙光已经就在眼前。向还在保障这个城市运转的所有无名英雄致敬！
2075,武汉·世纪彩城,1,0.980117,30.57468417,114.3497798,周大喜喜,0.00894729,0.991053,0,2,0,01月26日 00:16, , ,湖北 武汉,2.931269894,10,1,这一生也未用过心，听新闻报道这一刻先知我未来，能从新闻中看到不要再传播假消息了，一定会好起来的。#武汉封城##武汉加油##武汉肺炎#
2076,武汉·汉西路,151,0.998094,30.58968009,114.2259518,茜茜的萱萱丶,0.000857586,0.999142,1,2,0,01月26日 08:03,str,luckyjessic,0,0.410438256,21,1,#武汉人夜晚隔空喊话#今天是封城的第四天，也度过了我人生第31个生日，虽然没有蛋糕没有朋友一起庆祝，但是很庆幸家人朋友都没有被疫病感染。今年唯一的生日愿望，希望疫情早日结束，都要健康。每天在家吃吃喝喝，撸撸猫，看看电视，也还是挺好的。往好的方面想，焦虑也少了
2077,武汉·江汉路,0,0.652904,30.5861812,114.2823964,Vivianttt,0.156193,0.843807,0,2,0,01月26日 09:59, , ,湖北 武汉,0.44466066,18,1,虚惊一场～原来没有接到短信通知的，是可以开私家车的！加油武汉
2078,武汉·汉口火车站,0,0.987272,30.62153636,114.24898,居老师的眼睛里有星星哦,0.994272,0.00572751,0,0,0,01月26日 09:56, , ,0,0.30871907,20,1,#武汉记录#最近有境外来电??，散播恐怖消息，意图挑起内乱！希望大家如果收到，要么直接拒接，要么录音举报！
2079,武汉·菁华园,6,0.723319,30.61051453,114.3787249,原来的我lily,0.124507,0.875493,1,2,0,01月26日 09:44, , ,湖北 武汉,2.931269894,10,1,#党中央向湖北等疫情严重地区派出指导组#每天和朋友互相打气，交换被禁足的感受，武汉什么时候能恢复正常！好怀念以前的日子走在阳光下亦或漫步微雨中。。。一切都会好起来的是吗？
2080,武汉·广电·兰亭熙园,0,0.929173,30.54023044,114.243693,微笑向暖SHENHUi,0.0318723,0.968128,0,2,0,01月26日 09:44, , ,湖北 武汉,0.52938045,22,1,现在每天呆家里闷的慌，不知道什么时候能出门，希望疫情能尽快得到控制，静待好消息。加油武汉
2081,武汉·江汉路,1,0.971614,30.5861812,114.2823964,省略号星人pTsU赖在地球不走了,0.0127739,0.987226,0,2,0,01月26日 09:38,str,pongt,0,0.44466066,18,1,#武汉加油# #武汉封城# 这张图送给我的武汉同胞们！！！！我们能行！！！我们能赢！！！！?生死之交?
2082,武汉·武昌江滩,6,0.97889,30.561326,114.2966523,kxl1000,0.00949961,0.9905,0,2,0,01月26日 09:29, , ,湖北 武汉,0.918169117,23,1,武汉封城三天，几天的小雨让树叶绿了不少，春天不远了，静待樱花盛开……
2083,武汉·武汉高铁站,6,0.999671,30.59386784,114.2866731,仙橙多多,0.000147907,0.999852,4,2,0,01月26日 00:04,str,533431231,0,0.44466066,18,1,#封城日记# 感谢，感激，感恩！谢谢你们支援武汉，我们坚信人定胜天！武汉一定会好起来
2084,武汉·司门口,54,0.989258,30.54946088,114.294989,missj-三脚猫,0.995166,0.00483367,43,0,0,01月26日 00:04, , ,湖北 武汉,0.918169117,23,1,2003年非典，易感人群20-37岁青壮年，2020年新型肺炎，易感人群为35~60岁中老年人，我寻思这不是同一波人么？ 这尼玛是追杀啊...[捂脸][捂脸]#武汉人夜晚隔空喊话#
2085,武汉·东湖风景区,34,0.97265,30.54583487,114.4004719,此生只喜欢一博战战,0.987693,0.0123075,0,0,0,01月26日 01:51, , ,湖北,0.918169117,23,1,要疯了，这个点睡不着，嗓子不舒服，咳嗽，身在武汉的我们已经够难了，每天会要接受那么多的指责，我们只是普通老百姓，我们有什么错，求求你们不要指责武汉了！！！
2086,武汉·光谷坐标城,2,0.464931,30.47854217,114.4087327,一休谈_,0.240781,0.759219,0,2,0,01月26日 01:51, , ,北京 西城区,2.931269894,10,1,【关于谣言】最近有很多谣言，以及虽然真实但是断章取义的视频，让人很恐慌。有时候谎言和真相穿着一样的衣服，仔细判断才会发现内中玄机。#武汉肺炎#
2087,武汉·街道口,5,0.998004,30.52650357,114.3537022,甜味小宝贝,0.000898089,0.999102,0,2,0,01月26日 01:34, , ,湖北 武汉,2.931269894,10,1,闪现#武汉加油#
2088,武汉·花桥二村公交站,0,0.60703,30.6189338,114.2820025,果果s粑比,0.176836,0.823164,0,2,0,01月26日 01:29, , ,湖北 武汉,0.44466066,18,1,其实我不想跟防疫工作添乱，但是我觉得人民网的评论一定此次事件过后整个湖北特别是武汉需要变革的地方，这是这个城市无法达到北上广深甚至河南城市水平的最大瓶颈。从基层到上面贯穿的就是稳定，有成绩就行，醒醒吧。@新浪湖北 @武汉同城 @叶青 @湖北经视 @湖北之声 @武汉?
2089,武汉·东湖风景区,0,0.999767,30.54583487,114.4004719,Mr积木先生,0.999895,0.000104934,0,0,0,01月26日 01:29, , ,北京 东城区,0.918169117,23,1,一场人祸…让全世界买单…去你大爷的！老子不伺候了！武汉！
2090,武汉·万松园,6,0.535665,30.59276378,114.261884,可呖可呖巴巴变,0.208951,0.791049,0,2,0,01月26日 01:29, , ,湖北 武汉,0.30871907,20,1,#武汉记录#我就是想让大家看下我真没出去，并且得了个神仙名次
2091,武汉·后湖,2,0.998932,30.64924688,114.3013156,花鸟卷丶,0.999519,0.000480514,0,0,0,01月26日 02:58, , ,0,0.44466066,18,1,土生土长武汉人，认识一圈武汉人。只想说吃野生动物以及贩卖都得死。成天失眠，我要发霉了……
2092,武汉·港澳台风情街,0,0.78183,30.58788561,114.2885601,睡懒觉的after,0.0981767,0.901823,0,2,0,01月26日 09:08, , ,湖北 武汉,0.44466066,18,1,等武汉病好了。我们挺过去了。我要去找你
2093,武汉·中建·南湖壹号,64,0.986291,30.50485022,114.3441426,桑-girl,0.00616915,0.993831,3,2,0,01月26日 10:59, , ,湖北 武汉,2.931269894,10,1,#武汉病毒核酸日检测量预计可达2000份#小区无比安静，珞狮南路上行驶的车辆也寥寥无几。我们就好好宅在家，嗯！每天跟自己玩，想着法子玩
2094,武汉·港澳台风情街,3,0.849375,30.58788561,114.2885601,卖萌的大葱鸭,0.932219,0.0677812,0,0,0,01月26日 10:57,str,jarronhan,0,0.44466066,18,1,#传染病学专家表示疫情已刻不容缓#我在武汉，我在汉口，今天是困在家里的第二天，此刻多么希望来个人跟我吵吵架。我TM太难了
2095,武汉·汉口火车站,4,0.252234,30.62153636,114.24898,小帆果,0.336495,0.663505,1,2,0,01月26日 11:58, , ,0,0.30871907,20,1,封城第四天，今天武汉市内开始禁足了，所有机动车辆禁行；事情越来越严重了，确诊病例数字还在飙升，每天都呆在家里，家里的食物撑不了几天，感觉像是过了好久，都记不清是在过春节，要不是电视里的春节晚会提醒着。必须坚持?
2096,武汉·观澜国际,0,0.689439,30.52807741,114.2161582,找到98位朋友77,0.139752,0.860248,0,2,0,01月26日 09:26, , ,湖北 武汉,0.52938045,22,1,@众生家园 武汉大事件
2097,武汉·武汉天街,0,0.777273,30.61500766,114.2541418,Dimethylformamide-,0.100227,0.899773,0,2,0,01月26日 11:48, , ,湖北 武汉,0.30871907,20,1,武汉封城第四天昨天下了私家车的禁行 晚一些又解了禁行确实突发情况导致社会各界都手忙脚乱措手不及不管怎样都无条件支持这些政策也注册了志愿者就是不知道会不会有人联系我房间呆够了去客厅溜溜然后是阳台厨房厕所然后回到床上
2098,武汉·融科天城,0,0.988297,30.60121405,114.2942021,swaness,0.00526621,0.994734,0,2,0,01月26日 11:44, , ,0,0.44466066,18,1,#白岩松#武汉人民感谢您，湖北人民感谢您，全国人民感谢您
2099,6日）~ 2武汉,7,0.231452,30.59520986,114.2995562,茫茫人海中沉沦,0.345847,0.654153,0,2,0,01月26日 11:41, , ,湖北 武汉,0.44466066,18,1,武汉中百仓储今日菜价（2020年1月
2100,武汉·日月华庭,8,0.889226,30.61414283,114.2603979,艾静85713,0.0498485,0.950152,1,2,0,01月26日 11:38, , ,湖北 武汉,0.30871907,20,1,感谢各方支援重庆支援百吨蔬菜已到位！紧张卸货分配中！明天武汉武商各大超市有售！保民生，平物价，
2101,武汉·东湖风景区,0,0.975023,30.54583487,114.4004719,hello_hansen,0.0112397,0.98876,0,2,0,01月26日 11:38, , ,湖北 武汉,0.918169117,23,1,从未见过如此安静的武汉。
2102,武汉·湖北大学,2,0.62654,30.5792116,114.3287626,白河愁___,0.831943,0.168057,0,0,0,01月26日 11:32,str,yanyanyanyanzijiang,0,0.918169117,23,1,这座城市从来没有如此的冷清，如此的安静……谁都没有想到会如此严重，等此劫过后，去做你想做的事，珍惜眼前的人……一句让人泪奔的武汉话：都跟老子好好活到2020年熬过去我们都是生死之交！！！
2103,武汉·汉阳大道,15,0.950379,30.56618928,114.2001944,寻找乐土40030,0.977671,0.0223294,0,0,0,01月26日 11:27, , ,其他,0.52938045,22,1,武汉是中国的武汉，这菜价贵吗？
2104,武汉·广电·江湾新城,0,0.56875,30.58872024,114.1932778,Joy颖佳,0.805937,0.194063,0,0,0,01月26日 11:25, , ,湖北 武汉,0.410438256,21,1,#全国新增688例新型肺炎确诊病例#电影都不敢这么玩啊武汉zf你们草菅人命啊
2105,武汉·日月华庭,7,0.999612,30.61414283,114.2603979,艾静85713,0.000174537,0.999825,2,2,0,01月26日 11:10, , ,湖北 武汉,0.30871907,20,1,昔日的繁华，今日的凄美封城了，大武汉也美看到图片的瞬间眼泪就忍不住流下来希望快点好起来。重现繁荣面貌????  ???
2106,武汉·江汉路,10,0.949999,30.5861812,114.2823964,波男不惊,0.0225003,0.9775,3,2,0,01月26日 11:08, , ,湖北 武汉,0.44466066,18,1,【 大年初二 】依旧是空荡荡的城市，依旧是冷清清的街道。路边卖花的摊位上连老板都看不见。致敬那些奋战在一线的医务工作者和那些抗击疫情的英雄的同时，我还要向环卫工人们致敬，武汉的街道上，他们一直都在坚守，一直都在工作。
2107,武汉·阅马场,11,0.991846,30.54189887,114.3005992,Mr城先森-,0.996331,0.00366933,0,0,0,01月26日 11:05, , ,湖北 武汉,0.918169117,23,1,从武汉封城。湖北封省。别说汽车，连出租车都停了，电动车都不让骑了。有事只能步行。建议多锻炼身体。幸亏我常年打篮球??     现在到处是流浪狗。狗主人都把狗丢了。造业
2108,武汉·复地·悦城,3,0.158035,30.49283833,114.284739,WzLin麟,0.378884,0.621116,0,2,0,01月26日 11:02, , ,湖北 武汉,2.931269894,10,1,#武汉市内交通部分解禁#有收到不能通行的小伙伴么   我没收到 我身边的亲人也没收到。。。。到底能不能出门
2109,武汉·汉阳大道,3,0.996898,30.56618928,114.2001944,丹丹_Lyra_,0.00139564,0.998604,1,2,0,01月26日 12:58, , ,湖北 武汉,0.52938045,22,1,#武汉封城##封城日记##武汉现状# 情绪很稳定！特别是中小学生！他们说，我可谢谢您了…社区小超市物资也很充足！就是有点闷～～
2110,武汉·范湖[地铁站],2,0.770411,30.59520986,114.2995562,晴晴不见了,0.103315,0.896685,0,2,0,01月26日 12:56, , ,湖北 武汉,0.44466066,18,1,中国加油湖北加油武汉加油继续宅#武汉发现不明原因肺炎#
2111,武汉·江汉路,3,0.959889,30.5861812,114.2823964,武汉渡生刺青,0.0180499,0.98195,2,2,0,01月26日 12:44,str,277800338,0,0.44466066,18,1,这几天的武汉
2112,武汉·三阳路站,21,0.996632,30.60110098,114.2970365,one_pill98,0.998485,0.00151545,1,0,0,01月26日 12:44, , ,0,0.44466066,18,1,#武汉现状#物资呢？新闻形式一片大好，我还是买不到消毒用品！家里酒精只剩一点了，药店都关门
2113,武汉·万科汉阳国际,0,0.977426,30.54769063,114.1930298,littlestrawhat小草帽,0.0101581,0.989842,0,2,0,01月26日 12:42, , ,湖北 武汉,0.52938045,22,1,#武汉封城##封城日记# 封城第四天，以前能出去时，偶尔有一天不想开店就赖在家里，觉得很幸福，现在不能出去，智能每天在家里，就觉得很闷，但又没有办法。很想念我的店铺，就像是我的孩子一样牵挂。长时间不去商品都要落灰了。
2114,武汉·江腾广场,23,0.0618262,30.53958919,114.2489382,茶茶养的那些花儿,0.577822,0.422178,1,0,0,01月26日 12:42, , ,0,0.52938045,22,1,武汉的沃尔玛超市和中百仓储，我昨天徒步三公里在一个角落里才找到一家菜夫人买到菜，现在我觉得只有到各个社区门口给居民分配菜了
2115,武汉·徐东大街,28,0.824268,30.57885319,114.356581,风冷叶匍匐,0.0790793,0.920921,0,2,0,01月26日 12:40, , ,湖北 武汉,0.918169117,23,1,昔日繁华的徐东大街，如今都可以打网球了#封城日记# 但是超市里面东西还是比较足的，憋疯了的武汉人发来报告
2116,武汉·武汉体育学院,0,0.989584,30.52277554,114.3730247,Apando-,0.00468724,0.995313,0,2,0,01月26日 12:32, , ,湖北 武汉,2.931269894,10,1,武汉封城之下的家庭温馨：刚刚闺女给爷爷讲了一个故事：从前有座山，山上有个庙，庙里有个和尚讲故事，讲的故事是：从前有座山，山里有个庙，庙里有个和尚讲故事。。。#武汉加油共渡难关#
